portalFamily,portalPosition,portalLabel,duplicateLabelCount,source,observedOn,effectiveDate,candidateCatalogDestinations,exactCatalogDestination,canonicalCode,programId,status,exception
Clutch Roller,32,BOSTON-TRUFFLE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Boston (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,33,BOSTON-TRUFFLE L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Boston (Light Filtering); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,34,BROMUS 5% 501 BEIGE,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,35,BROMUS 5% 502 LIGHT GREY,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,36,BROMUS 5% 503 DARK GREY,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,37,BROMUS 5% 504 BLACK,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,38,BROMUS 5% 506 BROWN,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,39,BROMUS 5% 507 DARK BROWN,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Bromus Screen FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,40,CANNES (L FILTER) 4101,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,41,CANNES (L FILTER) 4102,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,42,CANNES (L FILTER) 4103,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,43,CARNIVAL-ANTHRACITE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,44,CARNIVAL-ANTHRACITE L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,45,CARNIVAL-CHINA WHITE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,46,CARNIVAL-CHINA WHITE L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,47,CARNIVAL-CREAM B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,48,CARNIVAL-CREAML/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,49,CARNIVAL-ECRU B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,50,CARNIVAL-ECRU L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,51,CARNIVAL-LUNA B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,52,CARNIVAL-LUNA L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,53,CARNIVAL-PRALINE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,54,CARNIVAL-PRALINE L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,55,CARNIVAL-RAVEN B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,56,CARNIVAL-RAVEN L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,57,CARNIVAL-SHADOW B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,58,CARNIVAL-SHADOW L/F-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Carnival (Light Filtering) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,59,CHARLOTTE-WHITE-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Charlotte (Sheer) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,60,CHERRY BLOSSOM-MISTY BLUE-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cherry Blossom (Sheer) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,61,CHEVIOT-CIRRUS-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,62,CHEVIOT-FLEECE-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,63,CHEVIOT-GLACIER B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,64,CHEVIOT-HARBOUR B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,65,CHEVIOT-OPAL-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,66,CHEVIOT-PEBBLE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,67,CHEVIOT-PEWTER-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,68,CHEVIOT-QUARTZ B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,69,CHEVIOT-SEAL-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,70,CHEVIOT-SHADOW-118,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,71,CHEVIOT-STEEL B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,72,CHEVIOT-STRATUS B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cheviot (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,73,CLASSIC-EBONY B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,74,CLASSIC-EGGSHELL B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,75,CLASSIC-LIGHT GREY B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,76,CLASSIC-MIST B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,77,CLASSIC-SHADOW B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,78,CLASSIC-WHITE B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p8_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Classic (Blackout) FR; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,79,COLLINA-CHAMPAGNE FIZZ B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Collina (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,80,COLLINA-DIAMOND DUST B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Collina (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,81,COLLINA-LILY PAD B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Collina (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,82,COLLINA-MOONLIGHT MINK B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Collina (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,83,CRUSH-CHATEAUX GREY B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Crush (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,84,CRUSH-CORNISH BLUE B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Crush (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,85,CRUSH-LONDON SLATE B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Crush (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,86,CRUSH-NORDIC MIST B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Crush (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,87,CRUSH-WHISTLER WHITE B/O-80,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Crush (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,88,CYPRUS 5% 500,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cyprus; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,89,CYPRUS 5% 501,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cyprus; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,90,CYPRUS 5% 502,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cyprus; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,91,CYPRUS 5% 503,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cyprus; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,92,CYPRUS 5% 504,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_roller,,sundance_roller_p18_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Cyprus; complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,93,DAMASK BO-STONE-82,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p12_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Damask (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,94,DARKSOURCE   BLACK,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,95,DARKSOURCE   CHAMPAGNE,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,96,DARKSOURCE   FAWN,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,97,DARKSOURCE   GRAY,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,98,DARKSOURCE   LINEN,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,99,DARKSOURCE   WHITE,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,100,DAYBREAK-ALABASTER-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,101,DAYBREAK-ASH-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,102,DAYBREAK-BLACK-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,103,DAYBREAK-MINK-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,104,DAYBREAK-MOCHA-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,105,DAYBREAK-STONE-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,106,DAYBREAK-STORM-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,107,DAYBREAK-WHITE-82,1,https://sundance.blindata.app,2026-09-20,,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",,,,unresolved_exception,"Exact identity/color-to-program route and current source revision, option compatibility, account terms and production save/price proof unresolved; menu label alone is not pricing authority"
Clutch Roller,108,DIDSBURY-GREY B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Didsbury (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,109,DIDSBURY-NAVY B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Didsbury (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
Clutch Roller,110,DIDSBURY-OATMEAL B/O-118,1,https://sundance.blindata.app,2026-09-20,2025-11-01,"['sundance_roller', 'sundance_louvolite_roller', 'sundance_exterior_cable']",sundance_louvolite_roller,,sundance_louvolite_roller_p10_t1,source_mapped_manual_pricing_required,"Exact dealer label mapped to Didsbury (Blackout); complete control, dimensional and account-price compatibility remain unresolved"
