page,json_path,before,after
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasMap,"""https://www.google.com/maps?cid=14597332202667384985""","""https://maps.google.com/?cid=14597332202667384985"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[0],"""Custom shutters""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom shutters""}}"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[1],"""Custom window shades""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom window shades""}}"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[2],"""Custom blinds""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom blinds""}}"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[3],"""Custom drapery and curtains""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom drapery and curtains""}}"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[4],"""Commercial window coverings""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Commercial window coverings""}}"
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].sameAs[1],"""https://www.instagram.com/805shutters/""","""https://www.instagram.com/805shutters"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].sameAs[3],"""https://www.google.com/maps?cid=14597332202667384985""","""https://maps.google.com/?cid=14597332202667384985"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].serviceArea.name,"""Ventura County, North Los Angeles County, and Santa Clarita""","""Ventura County"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].telephone,"""805-806-9344""","""+1-805-806-9344"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[0].@graph[0].url,"""https://www.805shutters.com""","""https://www.805shutters.com/"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[0].@type,"""City""","""AdministrativeArea"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[0].name,"""Camarillo""","""Ventura County"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[1].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[1].name,"""Thousand Oaks""","""Oxnard"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[2].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[3].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[3].name,"""Oxnard""","""Camarillo"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[4].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[4].name,"""Simi Valley""","""Ojai"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[5].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[5].name,"""Moorpark""","""Simi Valley"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[6].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[6].name,"""Newbury Park""","""Port Hueneme"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[7].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[7].name,"""Westlake Village""","""Thousand Oaks"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[8].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[8].name,"""Ojai""","""Fillmore"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[9].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[9].name,"""Santa Rosa Valley""","""Moorpark"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[10].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[10].name,"""Port Hueneme""","""Oak Park"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[11].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[11].name,"""Santa Paula""","""Westlake Village"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[12].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[12].name,"""Oak Park""","""Santa Paula"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[13].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[13].name,"""Fillmore""","""Santa Rosa Valley"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[14].@type,"""City""","""Place"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[14].name,"""Santa Clarita""","""Newbury Park"""
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].provider.name,"""805 Shutters""",null
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].provider.telephone,"""805-806-9344""",null
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,$[1].@graph[1].provider.url,"""https://www.805shutters.com""",null
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[0].@type,"""City""","""AdministrativeArea"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[0].name,"""Camarillo""","""Ventura County"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[1].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[1].name,"""Thousand Oaks""","""Oxnard"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[2].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[3].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[3].name,"""Oxnard""","""Camarillo"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[4].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[4].name,"""Simi Valley""","""Ojai"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[5].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[5].name,"""Moorpark""","""Simi Valley"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[6].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[6].name,"""Newbury Park""","""Port Hueneme"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[7].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[7].name,"""Westlake Village""","""Thousand Oaks"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[8].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[8].name,"""Ojai""","""Fillmore"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[9].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[9].name,"""Santa Rosa Valley""","""Moorpark"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[10].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[10].name,"""Port Hueneme""","""Oak Park"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[11].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[11].name,"""Santa Paula""","""Westlake Village"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[12].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[12].name,"""Oak Park""","""Santa Paula"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[13].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[13].name,"""Fillmore""","""Santa Rosa Valley"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[14].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].areaServed[14].name,"""Santa Clarita""","""Newbury Park"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[0].@type,"""City""","""AdministrativeArea"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[0].name,"""Camarillo""","""Ventura County"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[1].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[1].name,"""Thousand Oaks""","""Oxnard"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[2].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[3].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[3].name,"""Oxnard""","""Camarillo"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[4].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[4].name,"""Simi Valley""","""Ojai"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[5].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[5].name,"""Moorpark""","""Simi Valley"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[6].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[6].name,"""Newbury Park""","""Port Hueneme"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[7].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[7].name,"""Westlake Village""","""Thousand Oaks"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[8].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[8].name,"""Ojai""","""Fillmore"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[9].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[9].name,"""Santa Rosa Valley""","""Moorpark"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[10].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[10].name,"""Port Hueneme""","""Oak Park"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[11].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[11].name,"""Santa Paula""","""Westlake Village"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[12].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[12].name,"""Oak Park""","""Santa Paula"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[13].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[13].name,"""Fillmore""","""Santa Rosa Valley"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[14].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.areaServed[14].name,"""Santa Clarita""","""Newbury Park"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].contactPoint.telephone,"""805-806-9344""","""+1-805-806-9344"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasMap,"""https://www.google.com/maps?cid=14597332202667384985""","""https://maps.google.com/?cid=14597332202667384985"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"""Ventura County, North Los Angeles County, and Santa Clarita""","[{""@type"": ""AdministrativeArea"", ""name"": ""Ventura County""}, {""@type"": ""Place"", ""name"": ""Oxnard""}, {""@type"": ""Place"", ""name"": ""Ventura""}, {""@type"": ""Place"", ""name"": ""Camarillo""}, {""@type"": ""Place"", ""name"": ""Ojai""}, {""@type"": ""Place"", ""name"": ""Simi Valley""}, {""@type"": ""Place"", ""name"": ""Port Hueneme""}, {""@type"": ""Place"", ""name"": ""Thousand Oaks""}, {""@type"": ""Place"", ""name"": ""Fillmore""}, {""@type"": ""Place"", ""name"": ""Moorpark""}, {""@type"": ""Place"", ""name"": ""Oak Park""}, {""@type"": ""Place"", ""name"": ""Westlake Village""}, {""@type"": ""Place"", ""name"": ""Santa Paula""}, {""@type"": ""Place"", ""name"": ""Santa Rosa Valley""}, {""@type"": ""Place"", ""name"": ""Newbury Park""}]"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[0],"""Custom shutters""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom shutters""}}"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[1],"""Custom window shades""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom window shades""}}"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[2],"""Custom blinds""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom blinds""}}"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[3],"""Custom drapery and curtains""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Custom drapery and curtains""}}"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer[4],"""Commercial window coverings""","{""@type"": ""Offer"", ""itemOffered"": {""@type"": ""Service"", ""name"": ""Commercial window coverings""}}"
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].sameAs[1],"""https://www.instagram.com/805shutters/""","""https://www.instagram.com/805shutters"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].sameAs[3],"""https://www.google.com/maps?cid=14597332202667384985""","""https://maps.google.com/?cid=14597332202667384985"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].serviceArea.name,"""Ventura County, North Los Angeles County, and Santa Clarita""","""Ventura County"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].telephone,"""805-806-9344""","""+1-805-806-9344"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[0].@graph[0].url,"""https://www.805shutters.com""","""https://www.805shutters.com/"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[0].@type,"""City""","""AdministrativeArea"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[0].name,"""Camarillo""","""Ventura County"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[1].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[1].name,"""Thousand Oaks""","""Oxnard"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[2].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[3].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[3].name,"""Oxnard""","""Camarillo"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[4].@type,"""City""","""Place"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[4].name,"""Simi Valley""","""Ojai"""
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,$[1].@graph[1].areaServed[5].@type,"""City""","""Place"""
