"products","file","line","kind","rule_id","source","message","expression","enclosing_function"
"","src/lib/quote-v2/norman-shade-motorization.ts","549","validation helper invocation","`${prefix}.${profile.id}.max_area`","profile.sourcePage","`Motorized area exceeds the documented ${profile.maxAreaSqFt}-square-foot maximum.`","issue( `${prefix}.${profile.id}.max_area`, profile.sourcePage, { ...selectedValues, maxAreaSqFt: profile.maxAreaSqFt }, `Motorized area exceeds the documented ${profile.maxAreaSqFt}-square-foot maximum.`, )","dimensionIssues"
"","src/lib/quote-v2/norman-shade-motorization.ts","570","validation helper invocation","""honeycomb.motorization.power_source_required""","[4, 9, 61, 75]","""Select the exact Norman Smart, Automate Home, or AutoWand power source before validating a motorized Honeycomb shade.""","issue( ""honeycomb.motorization.power_source_required"", [4, 9, 61, 75], { motor_type: null, lift_system: config.lift }, ""Select the exact Norman Smart, Automate Home, or AutoWand power source before validating a motorized Honeycomb shade."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","584","validation helper invocation","""honeycomb.motorization.power_source_unknown""","[4, 9, 61, 75]","""The selected Honeycomb motor/power source is not documented in the pinned Motorization Guide.""","issue( ""honeycomb.motorization.power_source_unknown"", [4, 9, 61, 75], { motor_type: config.powerSource }, ""The selected Honeycomb motor/power source is not documented in the pinned Motorization Guide."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","606","validation helper invocation","""honeycomb.motorization.family_system_incompatible""","family === ""norman_smart"" ? [4, 7, 9] : family === ""automate_home"" ? [4, 61] : [74, 75]","""The chosen motor family is not documented for this Honeycomb operating system/application.""","issue( ""honeycomb.motorization.family_system_incompatible"", family === ""norman_smart"" ? [4, 7, 9] : family === ""automate_home"" ? [4, 61] : [74, 75], { motor_family: family, motor_type: config.powerSource, lift_system: config.lift, application: config.application, }, ""The chosen motor family is not documented for this Honeycomb operating system/application."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","643","validation helper invocation","""honeycomb.motorization.charging_wand.side_mount_incompatible""","9","""Norman Smart rechargeable battery with a charging wand is not available for Side Mount installation.""","issue( ""honeycomb.motorization.charging_wand.side_mount_incompatible"", 9, { motor_type: config.powerSource, installation_method: installation, }, ""Norman Smart rechargeable battery with a charging wand is not available for Side Mount installation."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","656","validation helper invocation","""honeycomb.motorization.skylight_power_incompatible""","[9, 10]","""Motorized Skylight is documented only with AC Adapter 36W or DC Low Voltage power.""","issue( ""honeycomb.motorization.skylight_power_incompatible"", [9, 10], { motor_type: config.powerSource, application: config.application }, ""Motorized Skylight is documented only with AC Adapter 36W or DC Low Voltage power."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","665","validation helper invocation","""honeycomb.motorization.dc_power_supply_unknown""","13","""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors.""","issue(""honeycomb.motorization.dc_power_supply_unknown"", 13, { dc_power_supply: config.dcPowerSupply }, ""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors."")","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","669","validation helper invocation","""honeycomb.motorization.dc_power_supply_required""","13","""Specify direct building low-voltage wiring or a separately allocated DC distribution panel.""","issue( ""honeycomb.motorization.dc_power_supply_required"", 13, { dc_power_supply: null }, ""Specify direct building low-voltage wiring or a separately allocated DC distribution panel."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","681","validation helper invocation","""honeycomb.motorization.shared_dc_panel_allocation_incomplete""","13","""A DC distribution panel powers up to 12 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed instead of charging one panel per line.""","issue( ""honeycomb.motorization.shared_dc_panel_allocation_incomplete"", 13, { dc_power_supply: config.dcPowerSupply }, ""A DC distribution panel powers up to 12 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed instead of charging one panel per line."", )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","849","validation helper invocation","""honeycomb.motorization.ac_adapter_wattage_derived""","9","{ ac_adapter_wattage: derivedAdapterWattage }","issue( ""honeycomb.motorization.ac_adapter_wattage_derived"", 9, { widthInches: context.widthInches, heightInches: context.heightInches, motor_type: config.powerSource, }, `The ${derivedAdapterWattage}W AC adapter is derived from the documented size table.`, ""auto_derive"", { ac_adapter_wattage: derivedAdapterWattage }, )","resolveHoneycomb"
"","src/lib/quote-v2/norman-shade-motorization.ts","907","validation helper invocation","""roman.motorization.power_source_required""","[4, 19, 65, 79]","""Select the exact Norman Smart, Automate Home, or AutoWand Roman power source.""","issue( ""roman.motorization.power_source_required"", [4, 19, 65, 79], { motor_type: null }, ""Select the exact Norman Smart, Automate Home, or AutoWand Roman power source."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","921","validation helper invocation","""roman.motorization.power_source_unknown""","[4, 19, 65, 79]","""The selected Roman motor/power source is not documented in the pinned Motorization Guide.""","issue( ""roman.motorization.power_source_unknown"", [4, 19, 65, 79], { motor_type: config.powerSource }, ""The selected Roman motor/power source is not documented in the pinned Motorization Guide."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","942","validation helper invocation","""roman.motorization.common_valance_price_topology_incomplete""","19","""Motorized Common Valance requires two actual panel-grid prices and two motor charges. The current one-line price topology cannot yet prove both components, so this branch remains blocked instead of underpricing it.""","issue( ""roman.motorization.common_valance_price_topology_incomplete"", 19, { shade_type: shadeType, common_valance_panel_widths: value(context, ""common_valance_panel_widths"") ?? null, }, ""Motorized Common Valance requires two actual panel-grid prices and two motor charges. The current one-line price topology cannot yet prove both components, so this branch remains blocked instead of underpricing it."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","962","validation helper invocation","""roman.motorization.power_source_incompatible""","4","""Rechargeable Battery with Charging Wand is not available for Centerpiece Roman shades.""","issue( ""roman.motorization.power_source_incompatible"", 4, { motor_type: config.powerSource }, ""Rechargeable Battery with Charging Wand is not available for Centerpiece Roman shades."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","971","validation helper invocation","""roman.motorization.dc_power_supply_unknown""","21","""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors.""","issue(""roman.motorization.dc_power_supply_unknown"", 21, { dc_power_supply: config.dcPowerSupply }, ""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors."")","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","975","validation helper invocation","""roman.motorization.dc_power_supply_required""","21","""Specify direct building low-voltage wiring or a separately allocated Norman DC distribution panel.""","issue( ""roman.motorization.dc_power_supply_required"", 21, { dc_power_supply: null }, ""Specify direct building low-voltage wiring or a separately allocated Norman DC distribution panel."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","987","validation helper invocation","""roman.motorization.shared_dc_panel_allocation_incomplete""","21","""A Norman DC panel powers up to 12 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed.""","issue( ""roman.motorization.shared_dc_panel_allocation_incomplete"", 21, { dc_power_supply: config.dcPowerSupply }, ""A Norman DC panel powers up to 12 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","1048","validation helper invocation","""roman.motorization.automate_power_supply_required""","[65, 70]","""Automate 12V DC requires an exact External Battery Pack or DC Power Distribution Panel selection.""","issue( ""roman.motorization.automate_power_supply_required"", [65, 70], { dc_power_supply: null }, ""Automate 12V DC requires an exact External Battery Pack or DC Power Distribution Panel selection."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","1066","validation helper invocation","""roman.motorization.shared_dc_panel_allocation_incomplete""","70","""An Automate DC panel powers up to 18 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed.""","issue( ""roman.motorization.shared_dc_panel_allocation_incomplete"", 70, { dc_power_supply: config.dcPowerSupply }, ""An Automate DC panel powers up to 18 motors, but quote-level shared-panel allocation is not yet represented; this branch remains fail-closed."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","1075","validation helper invocation","""roman.motorization.automate_power_supply_unknown""","70","""The selected Automate 12V power supply is not documented.""","issue( ""roman.motorization.automate_power_supply_unknown"", 70, { dc_power_supply: config.dcPowerSupply }, ""The selected Automate 12V power supply is not documented."", )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","1148","validation helper invocation","""roman.motorization.ac_adapter_wattage_derived""","19","{ ac_adapter_wattage: derivedAdapterWattage }","issue( ""roman.motorization.ac_adapter_wattage_derived"", 19, { widthInches: context.widthInches, heightInches: context.heightInches, motor_type: config.powerSource, }, `The ${derivedAdapterWattage}W AC adapter is derived from the documented size table.`, ""auto_derive"", { ac_adapter_wattage: derivedAdapterWattage }, )","resolveRoman"
"","src/lib/quote-v2/norman-shade-motorization.ts","1189","validation object","`smartfold.motorization.${id}`","sourceProvenance(""norman-motorization-guide-2026-09-16"", { page })","","{ severity: ""hard_block"", ruleId: `smartfold.motorization.${id}`, source: sourceProvenance(""norman-motorization-guide-2026-09-16"", { page }), selectedValues: { ...context.configuration }, explanation }","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1198","validation object","""smartfold.motorization.ac_adapter_wattage_derived""","sourceProvenance(""norman-smartfold-minmax-2026-09-10"", { sheet: ""Single&Common"", range: adapter36.range })","`The ${derivedAdapterWattage}W adapter follows the fabric-specific area limit.`","{ severity: ""auto_derive"", ruleId: ""smartfold.motorization.ac_adapter_wattage_derived"", source: sourceProvenance(""norman-smartfold-minmax-2026-09-10"", { sheet: ""Single&Common"", range: adapter36.range }), selectedValues: { width: context.widthInches, height: context.heightInches }, derivedValues: { ac_adapter_wattage: derivedAdapterWattage }, explanation: `The ${derivedAdapterWattage}W adapter follows the fabric-specific area limit.` }","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1199","validation helper invocation","""power_source""","56","""SmartFold requires Norman Smart AC Adapter, rechargeable battery with AC charger, DC low voltage, or AutoWand.""","add(""power_source"", 56, ""SmartFold requires Norman Smart AC Adapter, rechargeable battery with AC charger, DC low voltage, or AutoWand."")","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1204","validation helper invocation","""dc_power_supply_unknown""","58","""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors.""","add(""dc_power_supply_unknown"", 58, ""Select Direct Building Low Voltage or DC Distribution Panel for Norman Smart DC motors."")","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1205","validation helper invocation","""dc_power_supply""","58","""Select direct low-voltage wiring or an allocated distribution panel.""","add(""dc_power_supply"", 58, ""Select direct low-voltage wiring or an allocated distribution panel."")","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1207","validation helper invocation","""panel_allocation""","58","""Connect the shade to a capacity-checked shared panel on this quote.""","add(""panel_allocation"", 58, ""Connect the shade to a capacity-checked shared panel on this quote."")","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1216","validation object","""smartfold.motorization.revision_not_effective""","sourceProvenance(""norman-smartfold-guide-2026-09-10"", { page: 2 })","""The October SmartFold motor upgrade is not effective before October 1, 2026.""","{ severity: ""hard_block"", ruleId: ""smartfold.motorization.revision_not_effective"", source: sourceProvenance(""norman-smartfold-guide-2026-09-10"", { page: 2 }), selectedValues: { motor_revision: value(context, ""motor_revision"") ?? null }, explanation: ""The October SmartFold motor upgrade is not effective before October 1, 2026."" }","resolveSmartFold"
"","src/lib/quote-v2/norman-shade-motorization.ts","1224","validation object","`perfectsheer.motorization.${id}`","sourceProvenance(sourceId,{page})","","{severity:""hard_block"",ruleId:`perfectsheer.motorization.${id}`,source:sourceProvenance(sourceId,{page}),selectedValues:{...context.configuration},explanation}","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1234","validation helper invocation","""power_source""","4","""Select a documented PerfectSheer Norman Smart, Automate Home or AutoWand power source. Rechargeable charging-wand motors are unavailable.""","add(""power_source"",4,""Select a documented PerfectSheer Norman Smart, Automate Home or AutoWand power source. Rechargeable charging-wand motors are unavailable."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1235","validation helper invocation","""tube""","family === ""autowand"" ? 90 : family === ""automate_home"" ? 73 : 39","""Select the documented 1¾-inch or 2-inch tube for the PerfectSheer motor configuration.""","add(""tube"",family === ""autowand"" ? 90 : family === ""automate_home"" ? 73 : 39,""Select the documented 1¾-inch or 2-inch tube for the PerfectSheer motor configuration."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1236","validation helper invocation","""fabric""","39","""Select a current PerfectSheer fabric color before applying its motor limits.""","add(""fabric"",39,""Select a current PerfectSheer fabric color before applying its motor limits."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1248","validation object","""perfectsheer.motorization.ac_adapter_wattage_derived""","sourceProvenance(sourceId,{page:39})","`The fabric, tube and area require a ${derivedAdapterWattage}W adapter before order-wide matching.`","{severity:""auto_derive"",ruleId:""perfectsheer.motorization.ac_adapter_wattage_derived"",source:sourceProvenance(sourceId,{page:39}),selectedValues:{width,height:context.heightInches,tube},derivedValues:{ac_adapter_wattage:derivedAdapterWattage},explanation:`The fabric, tube and area require a ${derivedAdapterWattage}W adapter before order-wide matching.`}","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1251","validation helper invocation","""dc_tube""","75","""Automate 12V DC shades wider than 96 inches require a 2-inch tube.""","add(""dc_tube"",75,""Automate 12V DC shades wider than 96 inches require a 2-inch tube."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1265","validation helper invocation","""dc_power_supply""","motorFamily === ""automate_home"" ? 75 : 41","""Select a compatible external battery pack, direct low-voltage supply or allocated shared distribution panel for this motor family.""","add(""dc_power_supply"",motorFamily === ""automate_home"" ? 75 : 41,""Select a compatible external battery pack, direct low-voltage supply or allocated shared distribution panel for this motor family."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1268","validation helper invocation","""panel_allocation""","motorFamily === ""automate_home"" ? 75 : 41","""Connect this shade to a capacity-checked shared panel on the quote.""","add(""panel_allocation"",motorFamily === ""automate_home"" ? 75 : 41,""Connect this shade to a capacity-checked shared panel on the quote."")","resolvePerfectSheer"
"","src/lib/quote-v2/norman-shade-motorization.ts","1296","validation object","""smartdrape.motorization.power""","sourceProvenance(sourceId,{page:46})","""SmartDrape supports Norman Smart rechargeable battery or AC adapter power only.""","{severity:""hard_block"",ruleId:""smartdrape.motorization.power"",source:sourceProvenance(sourceId,{page:46}),selectedValues:{...context.configuration},explanation:""SmartDrape supports Norman Smart rechargeable battery or AC adapter power only.""}","resolveSmartDrape"
"","src/lib/quote-v2/norman-shade-motorization.ts","1297","validation object","""smartdrape.motorization.position""","sourceProvenance(sourceId,{page:46})","""The SmartDrape motor must be on the left for every stack configuration.""","{severity:""hard_block"",ruleId:""smartdrape.motorization.position"",source:sourceProvenance(sourceId,{page:46}),selectedValues:{...context.configuration},explanation:""The SmartDrape motor must be on the left for every stack configuration.""}","resolveSmartDrape"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","12","validation object","`norman.shutter.assortment.${id}`","sourceProvenance(p.sourceId, { pages })","","{ severity: ""hard_block"", ruleId: `norman.shutter.assortment.${id}`, source: sourceProvenance(p.sourceId, { pages }), selectedValues: { programId: s.programId, color: s.configuration.color ?? null, louver_size: s.configuration.louver_size ?? null }, explanation }","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","17","validation helper invocation","""color""","enclosing module source helper","""Choose a documented finish for the selected Norman shutter program.""","add(""color"", ""Choose a documented finish for the selected Norman shutter program."")","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","18","validation helper invocation","""color_identity""","enclosing module source helper","""The saved finish code and displayed finish do not agree. Reselect the Norman finish.""","add(""color_identity"", ""The saved finish code and displayed finish do not agree. Reselect the Norman finish."")","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","19","validation helper invocation","""louver""","enclosing module source helper","p.id === ""woodlore_aquashield"" ? ""Woodlore Plus with AquaShield does not offer 1⅞-inch louvers. Choose 2½, 3, 3½ or 4½ inches."" : ""Choose a documented Norman louver size.""","add(""louver"", p.id === ""woodlore_aquashield"" ? ""Woodlore Plus with AquaShield does not offer 1⅞-inch louvers. Choose 2½, 3, 3½ or 4½ inches."" : ""Choose a documented Norman louver size."")","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","21","validation helper invocation","""hinge""","p.id === ""woodlore_aquashield"" ? ""AquaShield requires stainless-steel hinges."" : ""This hinge finish is unavailable for the selected Norman frame or direct-mount hinge.""","hardwarePages","add(""hinge"", p.id === ""woodlore_aquashield"" ? ""AquaShield requires stainless-steel hinges."" : ""This hinge finish is unavailable for the selected Norman frame or direct-mount hinge."", hardwarePages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","22","validation helper invocation","""tilt""","p.id === ""woodlore_aquashield"" ? ""AquaShield does not offer standard or offset tilt rods. Choose Invisible Tilt."" : ""Choose a documented Norman tilt system.""","p.id.startsWith(""woodlore_"") ? [40, 41] : p.pages","add(""tilt"", p.id === ""woodlore_aquashield"" ? ""AquaShield does not offer standard or offset tilt rods. Choose Invisible Tilt."" : ""Choose a documented Norman tilt system."", p.id.startsWith(""woodlore_"") ? [40, 41] : p.pages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","23","validation object","""norman.shutter.assortment.frame""","sourceProvenance(NORMAN_SHUTTER_FRAME_SOURCE)","""This frame is not offered for the selected Norman shutter program. Reselect a compatible frame.""","{ severity: ""hard_block"", ruleId: ""norman.shutter.assortment.frame"", source: sourceProvenance(NORMAN_SHUTTER_FRAME_SOURCE), selectedValues: { programId: p.id, frame_type: s.configuration.frame_type }, explanation: ""This frame is not offered for the selected Norman shutter program. Reselect a compatible frame."", }","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","31","validation helper invocation","""frame_mount""","""The selected Norman frame does not offer this mount type. Reselect the frame or mount.""","p.id === ""woodlore"" ? [16,17,18,19,20] : p.id.startsWith(""woodlore_"") ? [20,21,22,23,24] : p.id === ""brightwood"" ? [17,18,19,20,21] : [18,19,20,21,22]","add(""frame_mount"", ""The selected Norman frame does not offer this mount type. Reselect the frame or mount."", p.id === ""woodlore"" ? [16,17,18,19,20] : p.id.startsWith(""woodlore_"") ? [20,21,22,23,24] : p.id === ""brightwood"" ? [17,18,19,20,21] : [18,19,20,21,22])","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","34","validation helper invocation","""mixed_panel_width""","""This mixed hinged/bifold layout needs individual finished panel widths to verify the narrower bifold limit.""","p.id.startsWith(""woodlore_"") ? [38] : [32]","add(""mixed_panel_width"", ""This mixed hinged/bifold layout needs individual finished panel widths to verify the narrower bifold limit."", p.id.startsWith(""woodlore_"") ? [38] : [32])","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","validation helper invocation","""panel_width""","""Finished panel width is outside the documented limit for this program, louver and regular panel layout.""","p.id.startsWith(""woodlore_"") ? [38] : [32]","add(""panel_width"", ""Finished panel width is outside the documented limit for this program, louver and regular panel layout."", p.id.startsWith(""woodlore_"") ? [38] : [32])","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","36","validation helper invocation","""construction_layout""","""Stile and panel-closure rules for this T-post or specialized layout still require manufacturer verification.""","constructionPages","add(""construction_layout"", ""Stile and panel-closure rules for this T-post or specialized layout still require manufacturer verification."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","37","validation helper invocation","""stile_profile""","""Choose Beaded or Chamfer stile profile.""","constructionPages","add(""stile_profile"", ""Choose Beaded or Chamfer stile profile."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","38","validation helper invocation","""stile_width""","p.id === ""woodlore_aquashield"" ? ""AquaShield requires 2-inch stiles."" : ""1⅝-inch stiles require finished panel widths of 12 inches or less; otherwise choose 2 or 2¼ inches.""","constructionPages","add(""stile_width"", p.id === ""woodlore_aquashield"" ? ""AquaShield requires 2-inch stiles."" : ""1⅝-inch stiles require finished panel widths of 12 inches or less; otherwise choose 2 or 2¼ inches."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","39","validation helper invocation","""stile_join""","""The selected stile join is incompatible with this regular panel configuration and finished panel width.""","constructionPages","add(""stile_join"", ""The selected stile join is incompatible with this regular panel configuration and finished panel width."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","40","validation helper invocation","""single_panel_join""","""Single panels below 9 inches require the exact finished panel width and hang-strip placement to verify the stile join.""","constructionPages","add(""single_panel_join"", ""Single panels below 9 inches require the exact finished panel width and hang-strip placement to verify the stile join."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","41","validation helper invocation","""panel_closure""","""Panel closure is available only for a compatible multi-panel configuration.""","constructionPages","add(""panel_closure"", ""Panel closure is available only for a compatible multi-panel configuration."", constructionPages)","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","43","validation helper invocation","""premium_price""","enclosing module source helper","""This Normandy premium finish is documented, but its current account surcharge has not been verified.""","add(""premium_price"", ""This Normandy premium finish is documented, but its current account surcharge has not been verified."")","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","14","validation object","`norman.shutter.bifold180.${id}`","sourceProvenance(program.sourceId,{pages:normanBifold180Pages(p)})","","{severity:'hard_block',ruleId:`norman.shutter.bifold180.${id}`,source:sourceProvenance(program.sourceId,{pages:normanBifold180Pages(p)}),selectedValues:{programId:p,record},explanation}","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","15","validation helper invocation","'schedule_required'","enclosing module source helper","'Record the exact Bi-fold 180 layout and each finished panel width.'","add('schedule_required','Record the exact Bi-fold 180 layout and each finished panel width.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","17","validation helper invocation","'layout'","enclosing module source helper","'Choose a Bi-fold 180 layout documented for this shutter program.'","add('layout','Choose a Bi-fold 180 layout documented for this shutter program.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","18","validation helper invocation","'layout_mismatch'","enclosing module source helper","'The saved Bi-fold 180 schedule must match the selected panel layout.'","add('layout_mismatch','The saved Bi-fold 180 schedule must match the selected panel layout.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","19","validation helper invocation","'outside_mount'","enclosing module source helper","'Bi-fold 180 requires Outside Mount.'","add('outside_mount','Bi-fold 180 requires Outside Mount.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","20","validation helper invocation","'flat_surface'","enclosing module source helper","'Confirm a flat mounting surface for the header, light blocks and bottom pivot brackets.'","add('flat_surface','Confirm a flat mounting surface for the header, light blocks and bottom pivot brackets.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","21","validation helper invocation","'stile'","enclosing module source helper","'Bi-fold 180 permits 2-inch or 2¼-inch Butt/Rabbet stiles; AquaShield permits only 2-inch. Center/Astragal stiles are unavailable.'","add('stile','Bi-fold 180 permits 2-inch or 2¼-inch Butt/Rabbet stiles; AquaShield permits only 2-inch. Center/Astragal stiles are unavailable.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","23","validation helper invocation","'construction_required'","enclosing module source helper","'Record the Bi-fold 180 casing, header, fascia, baseboard and pivot-bracket construction.'","add('construction_required','Record the Bi-fold 180 casing, header, fascia, baseboard and pivot-bracket construction.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","25","validation helper invocation","'measurement_basis'","enclosing module source helper","'Record casing status and exact reference dimensions: window dimensions without casing, or outside casing width and directly measured max-frame height with casing.'","add('measurement_basis','Record casing status and exact reference dimensions: window dimensions without casing, or outside casing width and directly measured max-frame height with casing.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","26","validation helper invocation","'header'","enclosing module source helper","'Choose the 3-inch or 3½-inch header and fascia.'","add('header','Choose the 3-inch or 3½-inch header and fascia.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","27","validation helper invocation","'fascia'","enclosing module source helper","'AquaShield Bi-fold 180 offers plain fascia only.'","add('fascia','AquaShield Bi-fold 180 offers plain fascia only.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","28","validation helper invocation","'header_extension'","enclosing module source helper","'Record header extension from 0 (none) to 2 inches.'","add('header_extension','Record header extension from 0 (none) to 2 inches.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","29","validation helper invocation","'baseboard'","enclosing module source helper","'Record measured baseboard thickness and header buildout; enter 0 only when absent.'","add('baseboard','Record measured baseboard thickness and header buildout; enter 0 only when absent.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","30","validation helper invocation","'pivot'","enclosing module source helper","'Record whether a bottom pivot L bracket is required.'","add('pivot','Record whether a bottom pivot L bracket is required.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","31","validation helper invocation","'light_block'","enclosing module source helper","'A bottom pivot L bracket requires a 1¾-inch-wide L-shape light-block extension.'","add('light_block','A bottom pivot L bracket requires a 1¾-inch-wide L-shape light-block extension.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","33","validation helper invocation","'louver'","enclosing module source helper","'Choose a documented louver size. AquaShield does not offer 1⅞-inch louvers.'","add('louver','Choose a documented louver size. AquaShield does not offer 1⅞-inch louvers.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","34","validation helper invocation","'panel_count'","enclosing module source helper","'Record one finished width and height for each panel in the Bi-fold 180 layout.'","add('panel_count','Record one finished width and height for each panel in the Bi-fold 180 layout.')","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","37","validation helper invocation","'panel_width'","enclosing module source helper","`Panel ${index+1} finished width must be from 6 to ${max} inches for its Bi-fold 180 stack.`","add('panel_width',`Panel ${index+1} finished width must be from 6 to ${max} inches for its Bi-fold 180 stack.`)","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-panels.ts","15","validation object","`norman.shutter.panels.${id}`","sourceProvenance(program.sourceId,{pages})","","{severity:'hard_block',ruleId:`norman.shutter.panels.${id}`,source:sourceProvenance(program.sourceId,{pages}),selectedValues:{programId:p,record:c[NORMAN_SHUTTER_PANEL_RECORD]??null},explanation}","validateNormanShutterPanels"
