sku,title,url,variant,portalPrice,portalQuantityField,portalCasepack,portalCutdown,productIds,programIds,guideDealerNet,sourcePages,sourceEffectiveDate,observedDate,status,exception
MLX3064WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,30 x 64 / White,8.93,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.93,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3164AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,31 x 64 / Alabaster,9.23,75,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.23,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3164WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,31 x 64 / White,9.23,358,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.23,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3264AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,32 x 64 / Alabaster,9.53,6,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.53,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3264WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,32 x 64 / White,9.53,78,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.53,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3364AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,33 x 64 / Alabaster,105.0,31,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX3364WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,33 x 64 / White,9.83,336,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.83,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX34564AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,34.5 x 64 / Alabaster,105.0,49,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX34564WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,34.5 x 64 / White,10.27,189,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.27,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3464AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,34 x 64 / Alabaster,10.12,223,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.12,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3464WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,34 x 64 / White,10.12,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.12,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3564AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,35 x 64 / Alabaster,10.42,530,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.42,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3564WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,35 x 64 / White,10.42,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.42,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3664AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,36 x 64 / Alabaster,10.72,258,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.72,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3664WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,36 x 64 / White,10.72,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.72,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3764AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,37 x 64 / Alabaster,105.0,1,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX3764WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,37 x 64 / White,11.02,29,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.02,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3864AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,38 x 64 / Alabaster,11.32,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.32,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3864WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,38 x 64 / White,11.32,105,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.32,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3964AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,39 x 64 / Alabaster,11.61,30,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.61,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3964WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,39 x 64 / White,11.61,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.61,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4064AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,40 x 64 / Alabaster,11.91,104,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.91,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4064WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,40 x 64 / White,11.91,40,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.91,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4164WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,41 x 64 / White,12.21,39,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,12.21,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4264AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,42 x 64 / Alabaster,12.51,60,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,12.51,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4264WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,42 x 64 / White,12.51,220,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,12.51,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4364AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,43 x 64 / Alabaster,12.8,156,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,12.8,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4364WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,43 x 64 / White,12.8,725,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,12.8,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4464AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,44 x 64 / Alabaster,105.0,7,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX4464WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,44 x 64 / White,13.1,160,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,13.1,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4564AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,45 x 64 / Alabaster,13.4,136,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,13.4,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4564WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,45 x 64 / White,13.4,107,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,13.4,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4664AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,46 x 64 / Alabaster,13.7,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,13.7,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4664WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,46 x 64 / White,13.7,35,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,13.7,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4764AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,47 x 64 / Alabaster,14.0,86,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,14.0,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4764WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,47 x 64 / White,14.0,519,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,14.0,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4864AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,48 x 64 / Alabaster,14.29,35,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,14.29,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4864WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,48 x 64 / White,14.29,543,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,14.29,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5064WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,50 x 64 / White,14.89,91,4 -pack,0,lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,14.89,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5264AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,52 x 64 / Alabaster,15.48,768,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,15.48,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5264WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,52 x 64 / White,15.48,59,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,15.48,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5364AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,53 x 64 / Alabaster,15.78,175,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,15.78,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5364WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,53 x 64 / White,15.78,13,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,15.78,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5464AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,54 x 64 / Alabaster,16.08,177,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,16.08,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5464WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,54 x 64 / White,16.08,78,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,16.08,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5564AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,55 x 64 / Alabaster,16.38,22,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,16.38,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5564WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,55 x 64 / White,16.38,16,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,16.38,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5764WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,57 x 64 / White,16.97,1,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,16.97,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5864AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,58 x 64 / Alabaster,17.27,172,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,17.27,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5864WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,58 x 64 / White,17.27,0,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,17.27,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX5964WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,59 x 64 / White,17.57,0,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,17.57,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6064WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,60 x 64 / White,17.87,563,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,17.87,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6264WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,62 x 64 / White,105.0,1,4 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX6364AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,63 x 64 / Alabaster,18.76,45,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,18.76,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6364WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,63 x 64 / White,18.76,144,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,18.76,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6464AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,64 x 64 / Alabaster,105.0,53,4 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX6464WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,64 x 64 / White,19.06,3,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,19.06,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6864WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,68 x 64 / White,20.25,684,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,20.25,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6964AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,69 x 64 / Alabaster,20.55,66,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,20.55,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX6964WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,69 x 64 / White,20.55,127,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,20.55,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX7064AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,70 x 64 / Alabaster,105.0,7,4 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX7064WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,70 x 64 / White,20.84,0,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,20.84,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX7164WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,71 x 64 / White,21.14,0,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,21.14,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX7264AL,MLX | 64 Inch Length,/products/mlx-64-inch-length,72 x 64 / Alabaster,21.44,118,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,21.44,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX7264WH,MLX | 64 Inch Length,/products/mlx-64-inch-length,72 x 64 / White,21.44,74,4 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,21.44,9,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX1760WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,17 x 60 / White,9.7,46,6 -pack,"5""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.7,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX1860WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,18 x 60 / White,10.27,210,6 -pack,"5""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.27,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2260WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,22 x 60 / White,8.29,5,6 -pack,"5""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.29,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2360WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,23 x 60 / White,8.66,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.66,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2360AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,23 x 60 / Alabaster,8.66,62,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.66,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2460WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,24 x 60 / White,6.7,154,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,6.7,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2460AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,24 x 60 / Alabaster,6.7,247,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,6.7,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,25 x 60 / White,105.0,42,6 -pack,0,,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX2660WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,26 x 60 / White,7.26,46,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,7.26,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2760WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,27 x 60 / White,7.54,80,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,7.54,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX28560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,28.5 x 60 / White,7.96,92,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,7.96,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX28560AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,28.5 x 60 / Alabaster,105.0,15,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX2860WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,28 x 60 / White,7.82,206,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,7.82,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2960WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,29 x 60 / White,8.1,1385,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.1,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX2960AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,29 x 60 / Alabaster,105.0,0,6 -pack,"6""",,,,,,2026-09-20,unresolved_exception,No exact imported stock SKU destination
MLX30560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,30.5 x 60 / White,8.51,31,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.51,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3060WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,30 x 60 / White,8.38,2,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.38,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3060AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,30 x 60 / Alabaster,8.38,17,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.38,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3160WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,31 x 60 / White,8.65,1686,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.65,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3160AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,31 x 60 / Alabaster,8.65,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.65,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3260WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,32 x 60 / White,8.93,129,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,8.93,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3360WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,33 x 60 / White,9.21,48,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.21,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX34560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,34.5 x 60 / White,9.63,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.63,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX34560AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,34.5 x 60 / Alabaster,9.63,3,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.63,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3460WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,34 x 60 / White,9.49,1740,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.49,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3460AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,34 x 60 / Alabaster,9.49,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.49,7,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX35560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,35.5 x 60 / White,9.91,3,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.91,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,35 x 60 / White,9.77,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.77,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3560AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,35 x 60 / Alabaster,9.77,204,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,9.77,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3660WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,36 x 60 / White,10.05,2171,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.05,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3660AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,36 x 60 / Alabaster,10.05,112,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.05,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3760WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,37 x 60 / White,10.33,225,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.33,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX38560WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,38.5 x 60 / White,10.75,0,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.75,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3860WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,38 x 60 / White,10.61,66,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.61,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3860AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,38 x 60 / Alabaster,10.61,5,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.61,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3960WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,39 x 60 / White,10.89,3145,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.89,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX3960AL,MLX | 60 Inch Length,/products/mlx-60-inch-length,39 x 60 / Alabaster,10.89,336,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,10.89,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
MLX4060WH,MLX | 60 Inch Length,/products/mlx-60-inch-length,40 x 60 / White,11.17,325,6 -pack,"6""",lotus_vinyl_blinds,lotus_mlx_1in_vinyl_stock,11.17,8,,2026-09-20,unresolved_exception,Source price agrees; stock ordering selection and production persistence unverified
